
Nom de l'image                 PID Nom de la sessio NumÇro de s Utilisation  êtat            Nom d'utilisateur                                  Temps proces Titre de la fenàtre                                                     
========================= ======== ================ =========== ============ =============== ================================================== ============ ========================================================================
OneDrive.exe                 13540 Console                    8     6ˇ196 Ko Running         DUGHU\HP                                                0:00:14 N/A                                                                     
RuntimeBroker.exe            27552 Console                    8     1ˇ896 Ko Running         DUGHU\HP                                                0:00:02 OLEChannelWnd                                                           
msedgewebview2.exe           24072 Console                    8     4ˇ396 Ko Running         DUGHU\HP                                                0:00:08 N/A                                                                     
msedgewebview2.exe           11920 Console                    8       588 Ko Running         DUGHU\HP                                                0:00:01 N/A                                                                     
msedgewebview2.exe           10768 Console                    8       492 Ko Running         DUGHU\HP                                                0:00:03 OleMainThreadWndName                                                    
msedgewebview2.exe           25664 Console                    8       504 Ko Unknown         DUGHU\HP                                                0:00:01 N/A                                                                     
msedgewebview2.exe           14320 Console                    8       540 Ko Unknown         DUGHU\HP                                                0:00:33 N/A                                                                     
RuntimeBroker.exe            10448 Console                    8       908 Ko Unknown         DUGHU\HP                                                0:00:00 N/A                                                                     
msedgewebview2.exe           11468 Console                    8    31ˇ684 Ko Running         DUGHU\HP                                                0:02:42 N/A                                                                     
msedgewebview2.exe            3548 Console                    8       648 Ko Running         DUGHU\HP                                                0:00:00 N/A                                                                     
msedgewebview2.exe           12948 Console                    8     3ˇ496 Ko Running         DUGHU\HP                                                0:00:05 N/A                                                                     
msedgewebview2.exe           10536 Console                    8     7ˇ560 Ko Running         DUGHU\HP                                                0:00:13 OleMainThreadWndName                                                    
msedgewebview2.exe           11940 Console                    8        16 Ko Unknown         DUGHU\HP                                                0:00:01 N/A                                                                     
msedgewebview2.exe           26036 Console                    8   106ˇ068 Ko Unknown         DUGHU\HP                                                0:03:56 N/A                                                                     
msedgewebview2.exe            1692 Console                    8     1ˇ468 Ko Running         DUGHU\HP                                                0:00:15 N/A                                                                     
AnyDesk.exe                  14408 Console                    8        32 Ko Running         DUGHU\HP                                                0:00:01 GDI+ Window (AnyDesk.exe)                                               
svchost.exe                  23632 Console                    8    14ˇ904 Ko Unknown         DUGHU\HP                                                0:00:59 N/A                                                                     
chrome.exe                   12916 Console                    8    57ˇ640 Ko Running         DUGHU\HP                                                0:06:25 Appareil connectÇ - Google Chrome                                       
chrome.exe                   11844 Console                    8        20 Ko Running         DUGHU\HP                                                0:00:00 N/A                                                                     
chrome.exe                   19356 Console                    8    15ˇ392 Ko Running         DUGHU\HP                                                0:08:29 N/A                                                                     
chrome.exe                    9976 Console                    8    26ˇ720 Ko Running         DUGHU\HP                                                0:02:06 OleMainThreadWndName                                                    
chrome.exe                   23820 Console                    8     3ˇ712 Ko Unknown         DUGHU\HP                                                0:00:04 N/A                                                                     
chrome.exe                   20716 Console                    8     3ˇ496 Ko Unknown         DUGHU\HP                                                0:00:09 N/A                                                                     
chrome.exe                   15376 Console                    8     2ˇ140 Ko Unknown         DUGHU\HP                                                0:00:36 N/A                                                                     
chrome.exe                   23908 Console                    8     4ˇ900 Ko Unknown         DUGHU\HP                                                0:00:02 N/A                                                                     
svchost.exe                  21804 Console                    8       520 Ko Unknown         DUGHU\HP                                                0:00:02 N/A                                                                     
AppActions.exe               18884 Console                    8     4ˇ808 Ko Running         DUGHU\HP                                                0:00:04 OleMainThreadWndName                                                    
SearchFilterHost.exe         22860 Services                   0        20 Ko Unknown         AUTORITE NT\Systäme                                     0:00:00 N/A                                                                     
SearchFilterHost.exe         21944 Services                   0        20 Ko Unknown         AUTORITE NT\Systäme                                     0:00:00 N/A                                                                     
FileCoAuth.exe               26240 Console                    8     2ˇ260 Ko Running         DUGHU\HP                                                0:00:07 OLEChannelWnd                                                           
SDXHelper.exe                13096 Console                    8     1ˇ536 Ko Running         DUGHU\HP                                                0:00:33 DDE Server Window                                                       
chrome.exe                   24552 Console                    8    19ˇ580 Ko Unknown         DUGHU\HP                                                0:02:38 N/A                                                                     
Postman.exe                  20764 Console                    8    30ˇ212 Ko Running         DUGHU\HP                                                0:02:24 Space - Social Dughu's Workspace                                        
Postman.exe                  22492 Console                    8        32 Ko Running         DUGHU\HP                                                0:00:00 N/A                                                                     
Postman.exe                   3464 Console                    8    13ˇ272 Ko Running         DUGHU\HP                                                0:11:10 N/A                                                                     
Postman.exe                  15132 Console                    8     9ˇ836 Ko Running         DUGHU\HP                                                0:00:18 OleMainThreadWndName                                                    
Postman.exe                   3760 Console                    8    89ˇ332 Ko Unknown         DUGHU\HP                                                0:19:33 N/A                                                                     
Postman.exe                  19268 Console                    8     1ˇ324 Ko Unknown         DUGHU\HP                                                0:00:02 N/A                                                                     
OneDrive.Sync.Service.exe     1880 Console                    8    22ˇ460 Ko Running         DUGHU\HP                                                0:01:04 Microsoft OneDrive Sync Service                                         
SearchProtocolHost.exe       25756 Services                   0     7ˇ936 Ko Unknown         AUTORITE NT\Systäme                                     0:05:31 N/A                                                                     
Antigravity IDE.exe           7760 Console                    8    72ˇ568 Ko Running         DUGHU\HP                                                0:02:25 dughu - Antigravity IDE - fix_spaceform.bat [Administrator]             
